ph,turbidity,dissolved_oxygen,temperature,rainfall,humidity,population_density,sanitation_index,bacterial_count,ecoli_count,chlorine_level,water_source,region_type,season,previous_cases,disease_risk,waterborne_disease
6.87,3.52,10.15,22.55,57.91,55.05,50.0,92.25,148.0,13.0,1.304,Tap,Semi-Urban,Spring,3,Low,Safe for Consumption
5.68,104.74,4.53,35.74,207.08,83.87,1106.0,33.09,545.0,227.0,0.124,Well,Rural,Monsoon,42,High,E. coli Infection
5.68,82.33,2.92,36.47,152.96,87.99,3163.0,13.85,1049.0,199.0,0.296,Pond,Hilly,Summer,45,High,Cholera
7.43,1.04,8.14,19.33,242.53,53.73,1325.0,76.94,279.0,21.0,1.606,Lake,Urban,Spring,4,Low,Safe for Consumption
7.24,1.71,7.95,21.75,11.36,68.76,995.0,84.72,61.0,1.0,1.483,Tap,Urban,Spring,3,Low,No Disease - Water is Safe
6.59,5.26,8.89,19.31,44.77,51.09,384.0,76.75,112.0,3.0,1.559,Lake,Urban,Spring,4,Low,Safe for Consumption
9.11,27.93,3.32,34.24,274.47,78.32,10202.0,34.34,1491.0,143.0,0.117,Pond,Rural,Summer,38,High,Cholera
7.49,1.94,7.8,21.6,0.17,60.41,50.0,92.52,125.0,19.0,1.621,Groundwater,Urban,Spring,4,Low,Safe for Consumption
7.31,7.93,5.56,29.64,124.07,84.06,164.0,51.05,418.0,60.0,0.634,Lake,Rural,Summer,20,Medium,Typhoid
6.71,13.51,6.86,22.11,154.59,69.39,775.0,50.74,199.0,38.0,0.582,Well,Semi-Urban,Summer,13,Medium,Typhoid
7.66,0.91,7.94,24.73,2.34,40.38,747.0,62.53,40.0,2.0,1.973,Groundwater,Semi-Urban,Winter,2,Low,No Disease - Water is Safe
7.64,12.79,5.55,25.89,166.33,83.9,319.0,59.68,309.0,57.0,0.57,Well,Coastal,Summer,15,Medium,Typhoid
6.83,5.29,7.49,25.26,76.63,23.4,221.0,74.55,99.0,1.0,1.667,Groundwater,Semi-Urban,Winter,2,Low,Safe for Consumption
7.36,0.34,8.95,22.85,113.91,61.66,356.0,91.48,8.0,6.0,1.405,Tap,Urban,Winter,5,Low,No Disease - Water is Safe
6.21,7.71,4.59,28.99,83.12,68.8,6805.0,73.46,362.0,73.0,0.642,River,Coastal,Spring,21,Medium,Hepatitis A
5.84,11.77,5.57,27.82,123.6,78.76,4726.0,58.61,433.0,36.0,0.59,Lake,Semi-Urban,Spring,19,Medium,Hepatitis A
5.04,41.37,3.82,30.04,1000.0,82.47,3337.0,20.53,1042.0,191.0,0.317,Pond,Hilly,Summer,59,High,E. coli Infection
8.9,23.41,3.52,35.82,479.37,85.69,13142.0,35.28,1932.0,115.0,0.161,Well,Hilly,Summer,46,High,E. coli Infection
7.61,11.17,5.87,28.88,167.91,83.21,1029.0,62.13,338.0,50.0,0.817,Well,Semi-Urban,Summer,15,Medium,Giardiasis
7.22,6.39,8.41,16.21,79.42,47.1,1151.0,83.19,28.0,3.0,1.825,Tap,Semi-Urban,Spring,1,Low,Safe for Consumption
5.57,36.77,2.87,34.89,352.78,81.12,13354.0,46.89,1485.0,157.0,0.24,Pond,Hilly,Monsoon,42,High,Cryptosporidiosis
5.34,25.01,3.81,35.17,362.65,84.3,2530.0,42.58,1203.0,138.0,0.101,Pond,Rural,Monsoon,58,High,Hepatitis E
5.35,90.72,4.79,33.72,160.05,88.28,2757.0,32.36,1383.0,136.0,0.256,Pond,Hilly,Monsoon,41,High,E. coli Infection
7.13,8.28,7.46,24.99,14.01,57.92,299.0,77.97,26.0,7.0,1.541,Tap,Urban,Winter,5,Low,No Disease - Water is Safe
6.89,8.78,8.47,22.96,108.34,78.3,328.0,88.88,40.0,12.0,1.559,Tap,Urban,Spring,3,Low,Safe for Consumption
7.11,1.48,9.02,24.53,92.93,73.61,274.0,67.88,81.0,4.0,1.348,Groundwater,Urban,Spring,1,Low,No Disease - Water is Safe
6.85,1.0,9.31,18.68,11.95,68.35,281.0,76.55,142.0,15.0,1.428,Groundwater,Urban,Winter,1,Low,No Disease - Water is Safe
6.38,14.15,5.44,32.11,173.86,66.58,366.0,39.07,427.0,36.0,0.655,Well,Coastal,Summer,15,Medium,Diarrhea
9.41,61.67,3.49,33.64,229.26,87.1,14839.0,22.4,1888.0,148.0,0.201,River,Rural,Monsoon,53,High,Dysentery
6.62,1.79,10.39,26.25,17.05,67.07,91.0,83.29,165.0,4.0,1.196,Tap,Urban,Winter,5,Low,Safe for Consumption
5.38,37.03,3.41,40.34,448.17,68.73,2443.0,46.64,1873.0,168.0,0.125,Pond,Hilly,Monsoon,52,High,E. coli Infection
6.99,8.79,9.41,19.77,169.49,57.59,818.0,71.48,51.0,19.0,1.753,Tap,Urban,Spring,2,Low,Safe for Consumption
7.45,15.05,7.26,28.77,190.35,79.05,1355.0,56.82,406.0,45.0,0.555,Well,Semi-Urban,Summer,22,Medium,Diarrhea
5.13,47.02,1.58,38.72,294.75,73.25,2636.0,45.77,1494.0,87.0,0.098,River,Rural,Monsoon,44,High,Hepatitis E
6.73,2.79,7.43,21.43,11.63,53.56,560.0,86.88,52.0,0.0,1.873,Tap,Urban,Spring,5,Low,No Disease - Water is Safe
5.96,12.12,6.42,27.88,169.65,48.62,81.0,61.05,372.0,47.0,0.715,Well,Rural,Spring,17,Medium,Giardiasis
6.0,7.97,5.8,33.33,158.46,61.21,2983.0,60.2,390.0,41.0,0.799,Lake,Coastal,Summer,27,Medium,Diarrhea
9.28,26.62,3.72,35.02,237.52,79.25,5983.0,35.22,1006.0,106.0,0.136,River,Hilly,Summer,62,High,Dysentery
9.21,20.7,2.96,28.06,437.02,77.39,2285.0,30.37,881.0,98.0,0.063,Pond,Coastal,Monsoon,43,High,Dysentery
6.27,33.04,3.88,27.91,359.8,83.98,1373.0,21.04,1809.0,107.0,0.064,River,Hilly,Monsoon,50,High,Hepatitis E
9.59,22.13,3.81,35.12,277.63,73.55,3680.0,29.76,1724.0,190.0,0.222,Pond,Coastal,Summer,50,High,Cryptosporidiosis
4.9,26.15,4.58,33.64,805.94,75.98,3674.0,36.12,1667.0,125.0,0.109,Pond,Rural,Summer,61,High,Cholera
6.73,7.09,9.11,20.41,258.42,43.65,126.0,64.95,133.0,3.0,1.345,Groundwater,Urban,Winter,2,Low,No Disease - Water is Safe
7.41,5.1,7.66,20.29,123.16,52.94,688.0,78.54,4.0,3.0,1.193,Groundwater,Semi-Urban,Spring,4,Low,No Disease - Water is Safe
8.29,10.0,5.79,30.52,157.21,34.53,1896.0,59.76,312.0,42.0,0.541,Well,Rural,Spring,19,Medium,Typhoid
7.6,8.33,8.37,23.27,46.07,58.39,112.0,78.89,17.0,3.0,1.137,Tap,Urban,Spring,2,Low,Safe for Consumption
7.11,4.61,9.24,16.13,1.44,41.33,713.0,84.52,13.0,1.0,1.819,Tap,Urban,Spring,5,Low,No Disease - Water is Safe
8.85,119.93,4.91,30.67,402.8,66.55,7827.0,17.59,1367.0,93.0,0.029,Pond,Rural,Summer,34,High,Dysentery
7.7,6.63,9.09,20.77,23.65,60.29,372.0,58.29,222.0,10.0,1.26,Lake,Semi-Urban,Spring,1,Low,Safe for Consumption
6.88,2.56,6.99,21.24,135.4,49.3,1189.0,80.6,70.0,3.0,1.028,Lake,Urban,Winter,2,Low,No Disease - Water is Safe
5.13,22.82,3.67,28.95,776.72,79.22,3823.0,25.3,1573.0,159.0,0.355,Pond,Hilly,Monsoon,59,High,Cholera
7.76,2.49,8.78,17.67,29.97,57.89,709.0,84.89,1.0,1.0,2.218,Tap,Urban,Spring,1,Low,Safe for Consumption
5.35,47.55,3.06,35.53,259.45,75.73,1277.0,35.6,1374.0,185.0,0.167,River,Hilly,Monsoon,34,High,Hepatitis E
5.4,75.48,4.79,37.4,357.42,82.26,5152.0,35.21,1008.0,180.0,0.131,Pond,Hilly,Monsoon,61,High,Cholera
6.91,0.23,8.42,23.56,33.58,70.21,50.0,71.07,96.0,2.0,1.972,Lake,Urban,Spring,2,Low,No Disease - Water is Safe
7.65,12.02,4.81,28.33,146.48,64.53,1862.0,59.01,268.0,66.0,0.612,Well,Semi-Urban,Spring,24,Medium,Diarrhea
9.59,50.63,3.34,35.92,286.17,83.8,19714.0,36.79,1011.0,103.0,0.21,River,Hilly,Summer,49,High,Cryptosporidiosis
9.4,27.33,3.47,34.89,480.63,85.24,1421.0,18.56,1699.0,183.0,0.128,River,Rural,Summer,36,High,Cholera
7.24,0.29,9.3,22.37,25.5,72.5,705.0,83.76,101.0,2.0,1.335,Groundwater,Urban,Winter,3,Low,No Disease - Water is Safe
9.31,44.9,3.22,28.05,1000.0,89.18,4767.0,17.48,1631.0,133.0,0.026,River,Hilly,Monsoon,53,High,Cryptosporidiosis
7.25,0.82,9.59,22.94,14.38,61.66,50.0,85.38,41.0,4.0,2.031,Groundwater,Urban,Winter,3,Low,Safe for Consumption
7.55,2.13,7.33,19.88,30.23,54.17,502.0,61.06,94.0,1.0,1.571,Groundwater,Urban,Spring,8,Low,No Disease - Water is Safe
7.74,11.2,6.85,28.95,161.3,78.3,951.0,66.03,446.0,50.0,0.415,Well,Semi-Urban,Summer,19,Medium,Giardiasis
7.0,6.53,8.8,22.34,36.98,49.64,50.0,87.92,39.0,17.0,0.612,Tap,Urban,Spring,4,Low,Safe for Consumption
7.2,0.44,9.52,21.89,172.98,65.11,177.0,89.86,95.0,10.0,0.981,Tap,Urban,Spring,1,Low,No Disease - Water is Safe
6.92,19.87,5.46,29.32,143.31,61.87,318.0,51.54,467.0,55.0,0.751,River,Rural,Spring,10,Medium,Diarrhea
7.15,16.92,5.53,25.04,148.69,66.92,50.0,69.36,388.0,70.0,0.544,Lake,Coastal,Summer,14,Medium,Hepatitis A
7.18,0.55,8.13,19.18,210.91,70.15,275.0,78.65,233.0,9.0,1.013,Groundwater,Urban,Winter,2,Low,No Disease - Water is Safe
5.65,60.96,1.44,37.68,251.12,77.82,3480.0,24.09,1711.0,134.0,0.0,River,Coastal,Monsoon,52,High,Cryptosporidiosis
6.86,16.66,5.23,30.59,142.57,75.7,232.0,43.71,359.0,62.0,0.563,River,Coastal,Summer,12,Medium,Hepatitis A
7.79,0.46,8.64,24.6,53.26,42.07,408.0,79.3,171.0,11.0,1.933,Groundwater,Urban,Winter,4,Low,No Disease - Water is Safe
7.23,0.9,7.89,24.82,55.43,53.47,97.0,77.73,33.0,6.0,1.759,Tap,Semi-Urban,Spring,3,Low,No Disease - Water is Safe
5.82,71.64,3.25,31.43,164.36,63.65,3034.0,23.32,1566.0,13.0,0.107,River,Coastal,Monsoon,54,High,Hepatitis E
7.07,2.07,7.68,23.54,8.63,57.81,518.0,66.37,95.0,6.0,2.173,Lake,Semi-Urban,Spring,4,Low,No Disease - Water is Safe
9.28,143.04,3.08,39.94,390.47,53.15,1797.0,36.99,990.0,76.0,0.114,River,Rural,Monsoon,45,High,Dysentery
7.18,7.28,7.72,19.94,33.22,50.54,1599.0,59.65,84.0,22.0,1.394,Tap,Urban,Winter,0,Low,Safe for Consumption
6.41,2.61,9.18,18.19,31.73,48.61,494.0,81.43,31.0,4.0,1.163,Groundwater,Semi-Urban,Winter,3,Low,Safe for Consumption
8.45,43.85,2.63,37.15,495.43,81.43,2122.0,44.28,843.0,242.0,0.067,Pond,Rural,Summer,42,High,E. coli Infection
5.51,93.46,4.09,33.83,510.65,86.72,6949.0,39.81,1344.0,150.0,0.077,River,Rural,Monsoon,47,High,Cholera
7.35,6.08,9.24,21.29,14.53,52.38,168.0,85.63,2.0,4.0,0.972,Tap,Semi-Urban,Winter,4,Low,No Disease - Water is Safe
9.35,33.45,4.03,36.03,501.45,63.35,3016.0,18.1,1692.0,124.0,0.264,Pond,Rural,Monsoon,53,High,Hepatitis E
7.16,4.09,7.94,23.16,18.24,60.04,424.0,74.62,72.0,10.0,1.64,Groundwater,Semi-Urban,Spring,2,Low,Safe for Consumption
8.17,9.07,7.49,31.54,156.58,61.44,1262.0,65.25,362.0,46.0,0.698,Lake,Rural,Summer,10,Medium,Diarrhea
7.04,7.76,5.62,31.0,199.73,84.95,3154.0,58.16,396.0,54.0,0.669,Well,Coastal,Summer,18,Medium,Giardiasis
7.22,1.79,8.35,20.3,17.26,61.3,134.0,71.65,24.0,6.0,1.28,Groundwater,Semi-Urban,Spring,2,Low,No Disease - Water is Safe
7.07,7.46,6.33,25.45,164.24,85.2,5027.0,64.61,453.0,41.0,0.715,River,Rural,Spring,15,Medium,Giardiasis
6.34,11.85,6.5,26.56,190.94,71.37,774.0,49.81,411.0,60.0,0.672,Lake,Coastal,Summer,14,Medium,Giardiasis
9.14,38.23,3.73,37.11,186.14,89.52,5041.0,26.91,1835.0,163.0,0.159,River,Rural,Monsoon,59,High,E. coli Infection
7.46,18.54,5.28,30.42,109.17,67.04,5035.0,59.92,506.0,35.0,0.607,Lake,Rural,Summer,13,Medium,Giardiasis
6.42,18.98,5.76,26.63,235.19,63.26,506.0,43.08,376.0,58.0,0.379,River,Semi-Urban,Spring,27,Medium,Typhoid
5.76,81.01,3.47,35.0,347.76,78.61,2511.0,23.23,2059.0,231.0,0.251,River,Coastal,Summer,48,High,Hepatitis E
9.74,135.21,2.82,31.99,358.17,60.28,6518.0,12.87,2029.0,97.0,0.281,Pond,Rural,Summer,39,High,Cryptosporidiosis
6.91,0.08,8.4,22.71,11.8,58.05,1086.0,71.59,19.0,17.0,1.307,Groundwater,Semi-Urban,Winter,0,Low,No Disease - Water is Safe
7.57,0.01,8.91,25.2,20.64,53.57,778.0,72.43,119.0,1.0,1.629,Tap,Urban,Winter,7,Low,No Disease - Water is Safe
9.07,69.95,5.38,30.24,646.57,80.23,4177.0,26.21,1715.0,131.0,0.181,Well,Rural,Summer,56,High,Dysentery
7.2,10.95,5.59,33.84,140.53,51.67,157.0,38.28,503.0,44.0,0.642,River,Rural,Spring,21,Medium,Typhoid
5.64,44.7,4.44,31.33,334.12,69.03,1240.0,33.45,1786.0,184.0,0.043,Well,Rural,Summer,45,High,Dysentery
7.44,6.22,9.04,17.5,55.69,60.71,234.0,89.08,27.0,9.0,1.025,Groundwater,Urban,Winter,4,Low,No Disease - Water is Safe
7.58,0.31,9.21,24.1,36.87,66.47,204.0,83.95,275.0,5.0,1.753,Tap,Semi-Urban,Winter,6,Low,Safe for Consumption
7.08,1.2,9.15,19.89,53.83,61.25,342.0,91.93,398.0,14.0,1.5,Tap,Semi-Urban,Spring,1,Low,Safe for Consumption
7.4,0.13,7.86,20.93,103.73,59.15,261.0,72.48,189.0,1.0,1.847,Tap,Semi-Urban,Spring,2,Low,No Disease - Water is Safe
7.05,16.65,5.0,30.87,120.9,78.55,114.0,56.18,376.0,55.0,0.922,River,Rural,Spring,17,Medium,Giardiasis
8.45,20.53,3.43,36.03,470.36,76.61,4751.0,39.04,1573.0,162.0,0.092,Pond,Rural,Monsoon,45,High,Cholera
7.65,21.58,5.96,29.58,208.17,54.34,752.0,49.6,294.0,62.0,0.784,Well,Coastal,Summer,32,Medium,Diarrhea
7.25,1.63,7.99,20.03,66.8,50.03,1488.0,79.33,343.0,0.0,1.468,Lake,Urban,Spring,3,Low,No Disease - Water is Safe
7.01,0.53,9.48,19.22,95.17,49.74,328.0,75.23,12.0,16.0,1.766,Tap,Semi-Urban,Winter,3,Low,No Disease - Water is Safe
7.98,11.73,4.83,35.43,123.04,81.72,50.0,48.35,497.0,58.0,0.748,River,Semi-Urban,Summer,15,Medium,Hepatitis A
9.33,135.65,3.91,34.52,578.92,77.04,1340.0,37.98,1483.0,106.0,0.247,River,Rural,Monsoon,49,High,E. coli Infection
7.53,1.91,8.64,20.27,18.55,45.89,304.0,90.8,34.0,5.0,1.401,Groundwater,Urban,Spring,4,Low,No Disease - Water is Safe
5.21,32.33,4.01,38.01,509.68,71.2,1238.0,32.52,1865.0,134.0,0.289,Pond,Coastal,Summer,49,High,Dysentery
6.93,4.05,9.64,21.08,56.92,52.01,1478.0,81.11,130.0,3.0,1.476,Groundwater,Urban,Spring,2,Low,No Disease - Water is Safe
9.07,23.43,3.31,34.98,258.18,80.29,2206.0,23.2,1626.0,125.0,0.197,Pond,Rural,Monsoon,48,High,Cryptosporidiosis
7.05,0.36,9.08,23.5,22.05,84.19,652.0,81.89,19.0,1.0,1.265,Tap,Urban,Winter,3,Low,No Disease - Water is Safe
7.25,1.65,8.77,19.55,54.56,45.34,327.0,88.84,82.0,10.0,1.69,Tap,Semi-Urban,Spring,0,Low,No Disease - Water is Safe
7.72,0.73,8.36,20.75,97.73,59.95,526.0,77.7,31.0,10.0,1.851,Groundwater,Urban,Spring,4,Low,Safe for Consumption
7.22,0.66,8.22,20.57,90.68,59.78,95.0,94.14,61.0,15.0,1.444,Tap,Semi-Urban,Spring,3,Low,No Disease - Water is Safe
6.7,0.48,8.1,23.36,6.22,49.38,574.0,82.63,26.0,0.0,1.403,Tap,Semi-Urban,Spring,4,Low,Safe for Consumption
7.27,14.69,6.04,28.65,187.44,55.43,137.0,57.16,409.0,37.0,0.488,Well,Coastal,Summer,23,Medium,Diarrhea
9.39,42.08,3.77,27.8,262.51,84.14,1625.0,27.56,1676.0,91.0,0.173,River,Coastal,Monsoon,54,High,Dysentery
7.83,0.12,8.01,24.82,18.25,41.67,69.0,82.42,283.0,3.0,1.261,Groundwater,Urban,Spring,2,Low,Safe for Consumption
9.39,77.36,4.2,38.46,227.18,65.15,12194.0,4.85,1370.0,91.0,0.126,Pond,Hilly,Monsoon,37,High,E. coli Infection
5.96,12.45,6.47,33.44,97.42,65.92,382.0,58.02,422.0,63.0,0.865,River,Semi-Urban,Summer,13,Medium,Hepatitis A
8.94,23.98,3.27,30.4,718.91,78.87,2471.0,40.74,1603.0,175.0,0.23,Well,Hilly,Monsoon,44,High,Cryptosporidiosis
9.02,38.95,3.08,30.99,194.57,87.0,1298.0,36.18,1229.0,124.0,0.152,Pond,Coastal,Monsoon,49,High,Dysentery
7.0,2.73,8.73,20.31,27.17,78.6,1309.0,75.41,32.0,12.0,1.068,Groundwater,Semi-Urban,Spring,7,Low,Safe for Consumption
5.0,26.45,3.9,31.0,194.87,81.99,19689.0,16.29,1488.0,10.0,0.155,Pond,Hilly,Monsoon,52,High,Cryptosporidiosis
6.95,13.92,7.42,22.01,157.33,73.15,2456.0,74.94,420.0,43.0,0.495,Lake,Rural,Spring,24,Medium,Diarrhea
7.33,1.19,8.44,19.33,19.28,68.62,531.0,82.04,68.0,6.0,1.803,Tap,Urban,Spring,4,Low,Safe for Consumption
6.97,5.86,5.88,24.35,102.11,59.21,970.0,50.79,546.0,57.0,0.76,Lake,Rural,Summer,10,Medium,Typhoid
6.92,10.68,5.0,23.64,188.35,68.62,1263.0,47.99,429.0,57.0,0.696,Lake,Semi-Urban,Summer,19,Medium,Hepatitis A
7.78,0.74,8.37,24.23,105.17,58.56,128.0,87.22,147.0,5.0,1.132,Lake,Urban,Winter,3,Low,Safe for Consumption
7.04,1.38,8.27,19.74,47.78,51.79,2041.0,81.59,36.0,1.0,1.431,Tap,Semi-Urban,Spring,2,Low,Safe for Consumption
7.06,11.77,4.83,22.47,106.61,58.03,314.0,50.59,386.0,64.0,0.799,River,Coastal,Spring,13,Medium,Typhoid
8.61,27.9,3.86,34.43,337.89,78.03,2415.0,43.68,1418.0,122.0,0.257,Well,Hilly,Monsoon,57,High,Cholera
6.11,13.84,5.37,32.14,178.72,47.57,1031.0,39.16,365.0,42.0,0.323,River,Rural,Summer,19,Medium,Hepatitis A
6.55,12.88,8.58,25.92,109.62,40.35,610.0,94.91,55.0,13.0,2.032,Groundwater,Semi-Urban,Winter,1,Low,No Disease - Water is Safe
6.7,16.37,5.38,27.74,152.46,71.01,412.0,67.9,459.0,47.0,1.021,River,Semi-Urban,Summer,22,Medium,Typhoid
5.83,74.83,3.86,34.99,231.79,89.26,10380.0,27.93,2041.0,199.0,0.0,Pond,Rural,Monsoon,50,High,Dysentery
6.09,9.52,5.59,28.51,139.27,77.89,1516.0,43.87,500.0,46.0,0.739,Well,Coastal,Summer,21,Medium,Typhoid
5.47,93.21,4.19,33.8,350.03,78.91,12193.0,35.84,1328.0,119.0,0.201,Pond,Hilly,Monsoon,42,High,Hepatitis E
9.06,30.5,3.09,39.28,178.64,69.96,2332.0,37.79,2189.0,74.0,0.107,Pond,Rural,Monsoon,58,High,Hepatitis E
7.08,2.04,9.74,20.36,20.99,61.22,890.0,73.13,45.0,7.0,1.545,Tap,Urban,Spring,3,Low,No Disease - Water is Safe
6.95,0.73,7.89,23.11,9.25,67.14,115.0,85.08,188.0,1.0,1.497,Tap,Semi-Urban,Spring,3,Low,No Disease - Water is Safe
9.4,43.93,3.7,30.85,379.05,78.59,2455.0,46.48,2426.0,187.0,0.233,Well,Coastal,Summer,47,High,Hepatitis E
7.13,3.06,8.98,25.07,17.59,60.86,428.0,91.89,23.0,25.0,1.22,Lake,Urban,Winter,0,Low,No Disease - Water is Safe
7.81,0.19,8.71,23.53,9.39,65.92,598.0,74.7,25.0,4.0,1.544,Tap,Semi-Urban,Spring,2,Low,No Disease - Water is Safe
7.24,1.02,8.25,22.52,23.15,61.66,248.0,76.36,40.0,2.0,2.379,Tap,Urban,Spring,2,Low,Safe for Consumption
6.64,13.79,6.69,23.14,85.85,72.91,79.0,55.22,379.0,44.0,0.708,River,Rural,Summer,11,Medium,Typhoid
6.74,15.71,6.25,30.66,70.05,80.71,3194.0,38.38,466.0,44.0,0.682,River,Rural,Summer,21,Medium,Diarrhea
7.11,0.74,8.4,17.81,8.42,49.77,424.0,85.21,44.0,1.0,1.783,Tap,Semi-Urban,Winter,2,Low,Safe for Consumption
7.66,3.3,8.65,15.92,223.72,50.07,1294.0,87.89,9.0,0.0,1.483,Groundwater,Semi-Urban,Winter,1,Low,Safe for Consumption
5.46,69.34,3.06,38.4,380.2,85.18,14859.0,31.24,1142.0,180.0,0.203,Pond,Hilly,Summer,44,High,Hepatitis E
6.46,22.01,6.08,29.77,181.63,57.26,702.0,74.63,488.0,63.0,0.484,River,Coastal,Summer,15,Medium,Diarrhea
7.22,15.58,4.87,23.44,222.74,71.09,357.0,49.95,502.0,64.0,0.673,Well,Semi-Urban,Summer,16,Medium,Diarrhea
6.73,5.88,6.65,25.34,159.21,55.99,1760.0,61.69,547.0,24.0,0.671,Well,Semi-Urban,Summer,15,Medium,Giardiasis
9.07,85.71,3.19,29.94,216.79,88.51,6348.0,20.86,1959.0,209.0,0.323,River,Rural,Monsoon,50,High,Hepatitis E
6.83,19.14,4.8,24.7,124.04,62.57,370.0,52.15,417.0,28.0,0.885,River,Rural,Summer,23,Medium,Giardiasis
7.44,2.39,8.23,22.56,12.32,67.96,469.0,91.62,52.0,14.0,1.216,Groundwater,Urban,Spring,6,Low,No Disease - Water is Safe
5.99,58.73,3.2,34.58,308.74,75.12,3107.0,33.64,1227.0,114.0,0.216,Pond,Coastal,Monsoon,53,High,Hepatitis E
7.78,13.59,6.61,30.69,169.09,87.77,4054.0,69.46,447.0,29.0,0.582,Well,Semi-Urban,Summer,16,Medium,Typhoid
9.82,47.76,2.17,36.94,252.74,86.47,2068.0,27.67,656.0,277.0,0.149,Pond,Rural,Monsoon,41,High,Dysentery
9.23,38.74,3.15,32.62,405.09,68.13,2280.0,46.9,1617.0,76.0,0.226,Well,Rural,Summer,49,High,Hepatitis E
7.26,0.21,8.08,20.84,13.25,63.4,335.0,70.78,178.0,2.0,1.484,Tap,Semi-Urban,Spring,4,Low,Safe for Consumption
5.1,24.4,3.13,32.79,330.57,93.49,2194.0,31.84,1006.0,156.0,0.115,River,Coastal,Summer,62,High,Hepatitis E
7.03,1.09,8.47,25.29,66.46,50.36,1363.0,80.85,2.0,14.0,1.159,Tap,Urban,Spring,1,Low,Safe for Consumption
6.85,0.75,8.21,20.07,57.09,59.91,683.0,87.9,10.0,5.0,1.445,Tap,Urban,Winter,3,Low,Safe for Consumption
9.27,35.25,3.62,35.73,318.58,85.89,1517.0,20.77,919.0,155.0,0.137,Pond,Hilly,Summer,44,High,Dysentery
7.2,4.44,8.84,16.55,14.61,38.0,1023.0,83.49,23.0,1.0,1.534,Tap,Urban,Winter,1,Low,Safe for Consumption
5.84,43.38,1.9,33.46,259.32,73.78,3032.0,15.86,1247.0,114.0,0.175,Pond,Rural,Monsoon,57,High,Dysentery
9.02,87.65,3.0,34.53,365.4,78.82,16228.0,31.67,1295.0,70.0,0.267,Well,Rural,Monsoon,47,High,E. coli Infection
10.0,51.82,3.31,32.09,700.09,88.31,14731.0,20.69,962.0,154.0,0.198,Pond,Rural,Monsoon,63,High,Hepatitis E
6.63,1.55,9.83,23.08,78.66,55.32,596.0,78.07,10.0,11.0,1.479,Lake,Urban,Spring,4,Low,Safe for Consumption
7.08,7.6,8.87,23.2,19.13,59.37,50.0,67.9,3.0,6.0,1.23,Lake,Urban,Winter,3,Low,No Disease - Water is Safe
7.49,12.37,9.5,24.74,62.76,61.72,581.0,83.8,220.0,5.0,1.516,Groundwater,Urban,Winter,3,Low,Safe for Consumption
7.5,0.25,9.51,22.86,37.36,80.77,108.0,91.62,54.0,4.0,0.96,Groundwater,Urban,Winter,5,Low,No Disease - Water is Safe
7.42,1.74,9.33,22.92,110.31,50.77,188.0,74.04,106.0,21.0,2.423,Tap,Urban,Spring,2,Low,No Disease - Water is Safe
7.66,3.19,8.93,20.18,0.11,61.78,428.0,76.2,61.0,3.0,1.601,Lake,Semi-Urban,Spring,3,Low,No Disease - Water is Safe
7.4,1.3,8.03,21.92,20.83,75.56,410.0,75.26,44.0,2.0,1.755,Tap,Semi-Urban,Winter,4,Low,Safe for Consumption
6.98,10.16,5.83,28.12,149.77,63.77,572.0,58.61,535.0,60.0,0.881,River,Coastal,Summer,21,Medium,Giardiasis
9.17,59.43,2.4,32.58,343.95,88.25,14813.0,21.75,1940.0,180.0,0.021,Well,Coastal,Monsoon,56,High,Cryptosporidiosis
6.26,8.95,5.41,25.3,111.76,81.74,2213.0,35.38,510.0,17.0,0.585,Well,Semi-Urban,Spring,14,Medium,Hepatitis A
7.35,11.94,4.82,17.63,122.45,86.0,62.0,77.32,390.0,11.0,0.735,River,Semi-Urban,Spring,18,Medium,Typhoid
7.27,1.86,7.7,21.32,79.71,40.93,536.0,80.86,97.0,13.0,1.228,Tap,Urban,Winter,3,Low,No Disease - Water is Safe
7.53,0.26,7.95,21.68,14.24,66.05,448.0,86.37,31.0,1.0,1.305,Tap,Urban,Spring,0,Low,Safe for Consumption
7.4,6.55,10.23,22.07,18.25,62.64,369.0,83.94,55.0,1.0,1.161,Groundwater,Urban,Spring,3,Low,No Disease - Water is Safe
8.7,59.61,2.45,40.71,272.29,89.75,5757.0,45.01,1436.0,24.0,0.335,Pond,Rural,Summer,56,High,Cholera
7.07,1.46,8.61,16.0,33.87,56.67,131.0,88.34,12.0,6.0,1.448,Groundwater,Semi-Urban,Spring,4,Low,No Disease - Water is Safe
7.0,10.12,5.96,26.51,135.59,80.64,928.0,51.64,363.0,24.0,0.643,Lake,Semi-Urban,Spring,12,Medium,Typhoid
7.09,1.97,8.01,24.17,34.86,62.53,1121.0,75.89,56.0,2.0,2.14,Lake,Semi-Urban,Spring,3,Low,No Disease - Water is Safe
9.4,70.0,3.55,32.79,189.61,93.64,7587.0,25.13,1225.0,92.0,0.046,Pond,Hilly,Summer,58,High,E. coli Infection
5.46,25.46,3.05,30.39,292.03,59.67,20000.0,9.43,724.0,127.0,0.21,Pond,Rural,Summer,58,High,Hepatitis E
7.17,15.18,6.45,26.73,122.87,79.35,476.0,56.64,515.0,25.0,0.453,Well,Semi-Urban,Spring,19,Medium,Diarrhea
7.28,3.57,9.6,18.91,35.72,64.16,94.0,74.76,335.0,29.0,1.687,Tap,Urban,Spring,1,Low,No Disease - Water is Safe
